"Symbol","Description","Market Capitalization","Average Volume (10 Day)","Price","Universe","Sector","Industry","Sub-Industry"
"SMR","Nuscale Power Corp","$6B (Small)","24,840,270","$18.34","Domestic","Industrials","Electrical Equipment","Heavy Electrical Equipment"
"SMSMY","Sims Ltd","$2B (Small)","840","$12.07","International (ADR)","Materials","Metals & Mining","Steel"
"SMTC","Semtech Corp","$7B (Small)","1,650,040","$72.89","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"SNA","Snap-On Inc","$18B (Mid)","309,100","$350.83","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"SNDK","Sandisk Corp","$30B (Mid)","9,266,780","$206.18","Domestic","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
"SNDR","Schneider National Inc","$5B (Small)","1,217,730","$27.01","Domestic","Industrials","Ground Transportation","Cargo Ground Transportation"
"SNN","Smith & Nephew PLC","$14B (Mid)","552,510","$32.63","International (ADR)","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"SNOW","Snowflake Inc","$75B (Large)","9,135,450","$217.93","Domestic","Information Technology","IT Services","Internet Services & Infrastructure"
"SNPS","Synopsys Inc","$86B (Large)","2,837,880","$452.95","Domestic","Information Technology","Software","Application Software"
"SNX","TD Synnex Corp","$13B (Mid)","693,370","$155.66","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Technology Distributors"
"SNY","Sanofi SA","$118B (Large)","2,672,830","$48.68","International (ADR)","Health Care","Pharmaceuticals","Pharmaceuticals"
"SOLS","Solstice Advanced Materials Inc","$8B (Mid)","2,623,400","$49.99","Domestic","Materials","Chemicals","Specialty Chemicals"
"SOLV","Solventum Corp","$14B (Mid)","1,076,950","$82.98","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Supplies"
"SON","Sonoco Products Co","$4B (Small)","883,980","$42.46","Domestic","Materials","Containers & Packaging","Paper & Plastic Packaging Products & Materials"
"SOUN","SoundHound AI Inc","$5B (Small)","22,661,530","$11.65","Domestic","Information Technology","Software","Application Software"
"SPNS","Sapiens International Corporation NV","$2B (Small)","473,480","$43.47","International (ADR)","Information Technology","Software","Application Software"
"SPSC","SPS Commerce Inc","$3B (Small)","496,200","$86.23","Domestic","Information Technology","Software","Application Software"
"SPXC","SPX Technologies Inc","$11B (Mid)","395,950","$219.94","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"SQM","Sociedad Quimica y Minera de Chile SA","$9B (Mid)","1,348,170","$65.83","International (ADR)","Materials","Chemicals","Specialty Chemicals"
"SRPT","Sarepta Therapeutics Inc","$2B (Small)","3,231,010","$21.53","Domestic","Health Care","Biotechnology","Biotechnology"
"SRRK","Scholar Rock Holding Corp","$5B (Small)","1,657,240","$46.87","Domestic","Health Care","Biotechnology","Biotechnology"
"SSD","Simpson Manufacturing Co Inc","$7B (Small)","342,540","$169.47","Domestic","Industrials","Building Products","Building Products"
"SSL","Sasol Ltd","$4B (Small)","781,230","$6.26","International (ADR)","Materials","Chemicals","Diversified Chemicals"
"SSNC","SS&C Technologies Holdings Inc","$21B (Mid)","1,199,550","$86.98","Domestic","Industrials","Professional Services","Data Processing & Outsourced Services"
"SSRM","SSR Mining Inc","$5B (Small)","2,438,660","$22.21","Domestic","Materials","Metals & Mining","Gold"
"SSUMY","Sumitomo Corp","$41B (Mid)","95,820","$34.41","International (ADR)","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"ST","Sensata Technologies Holding PLC","$5B (Small)","1,604,490","$34.78","Domestic","Industrials","Electrical Equipment","Electrical Components & Equipment"
"STE","STERIS plc","$25B (Mid)","621,800","$251.79","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"STLD","Steel Dynamics Inc","$25B (Mid)","1,197,730","$171.97","Domestic","Materials","Metals & Mining","Steel"
"STM","STMicroelectronics NV","$23B (Mid)","7,073,810","$26.00","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"STN","Stantec Inc","$11B (Mid)","190,130","$93.64","International (ADR)","Industrials","Construction & Engineering","Construction & Engineering"
"STRL","Sterling Infrastructure Inc","$10B (Mid)","675,690","$315.15","Domestic","Industrials","Construction & Engineering","Construction & Engineering"
"STVN","Stevanato Group SpA","$6B (Small)","315,620","$20.82","International (ADR)","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"STX","Seagate Technology Holdings PLC","$63B (Large)","3,167,660","$287.64","Domestic","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
"SUPN","Supernus Pharmaceuticals Inc","$3B (Small)","589,960","$47.16","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"SW","Smurfit WestRock PLC","$19B (Mid)","5,536,910","$37.19","Domestic","Materials","Containers & Packaging","Paper & Plastic Packaging Products & Materials"
"SWK","Stanley Black & Decker Inc","$12B (Mid)","1,600,710","$75.68","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"SWKS","Skyworks Solutions Inc","$10B (Mid)","2,568,310","$66.97","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"SXI","Standex International Corp","$3B (Small)","174,700","$232.83","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"SXT","Sensient Technologies Corp","$4B (Small)","289,720","$93.91","Domestic","Materials","Chemicals","Specialty Chemicals"
"SYK","Stryker Corp","$135B (Large)","1,571,010","$354.09","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"SYM","Symbotic Inc","$37B (Mid)","5,126,840","$61.43","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"SYNA","Synaptics Inc","$3B (Small)","559,570","$77.43","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"SYRE","Spyre Therapeutics Inc","$3B (Small)","878,390","$33.62","Domestic","Health Care","Biotechnology","Biotechnology"
"TAK","Takeda Pharmaceutical Co Ltd","$45B (Large)","2,116,460","$14.33","International (ADR)","Health Care","Pharmaceuticals","Pharmaceuticals"
"TARS","Tarsus Pharmaceuticals Inc","$3B (Small)","441,590","$81.35","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"TDC","Teradata Corp","$3B (Small)","1,682,210","$31.30","Domestic","Information Technology","Software","Systems Software"
"TDG","TransDigm Group Inc","$73B (Large)","262,030","$1,294.65","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"TDY","Teledyne Technologies Inc","$24B (Mid)","343,420","$518.22","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments"
"TEAM","Atlassian Corp","$43B (Large)","2,235,250","$162.04","Domestic","Information Technology","Software","Application Software"
"TECH","Bio-Techne Corp","$9B (Mid)","1,807,500","$58.51","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"TEL","TE Connectivity PLC","$68B (Large)","2,190,810","$230.16","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Manufacturing Services"
"TEM","Tempus AI Inc","$13B (Mid)","3,118,270","$70.61","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"TENB","Tenable Holdings Inc","$3B (Small)","1,224,090","$26.28","Domestic","Information Technology","Software","Systems Software"
"TER","Teradyne Inc","$30B (Mid)","2,944,340","$193.37","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"TERN","Terns Pharmaceuticals Inc","$5B (Small)","6,588,630","$45.00","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"TEVA","Teva Pharmaceutical Industries Ltd","$34B (Mid)","10,701,650","$29.79","International (ADR)","Health Care","Pharmaceuticals","Pharmaceuticals"
"TEX","Terex Corp","$3B (Small)","1,335,450","$51.51","Domestic","Industrials","Machinery","Construction Machinery & Heavy Transportation Equipment"
"TFX","Teleflex Inc","$6B (Small)","942,620","$126.88","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"TGLS","Tecnoglass Inc","$2B (Small)","413,660","$53.21","Domestic","Industrials","Building Products","Building Products"
"TGTX","TG Therapeutics Inc","$5B (Small)","1,445,410","$31.35","Domestic","Health Care","Biotechnology","Biotechnology"
"THC","Tenet Healthcare Corp","$18B (Mid)","888,900","$199.40","Domestic","Health Care","Health Care Providers & Services","Health Care Facilities"
"THLLY","Thales SA","$56B (Large)","189,670","$54.20","International (ADR)","Industrials","Aerospace & Defense","Aerospace & Defense"
"TIC","TIC Solutions Inc","$2B (Small)","2,453,830","$10.58","Domestic","Industrials","Professional Services","Research & Consulting Services"
"TKR","Timken Co","$6B (Small)","793,270","$87.38","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"TMC","TMC the metals company Inc","$3B (Small)","10,084,760","$6.64","International (ADR)","Materials","Metals & Mining","Diversified Metals & Mining"
"TMDX","Transmedics Group Inc","$4B (Small)","779,500","$126.79","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"TMICY","Trend Micro Inc","$6B (Small)","17,530","$42.62","International (ADR)","Information Technology","Software","Systems Software"
"TMO","Thermo Fisher Scientific Inc","$215B (Large)","1,560,150","$572.28","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"TMRAY","Tomra Systems ASA","$4B (Small)","3,130","$13.25","International (ADR)","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"TNET","TriNet Group Inc","$3B (Small)","330,890","$59.29","Domestic","Industrials","Professional Services","Human Resource & Employment Services"
"TOPPY","TOPPAN Holdings Inc","$9B (Mid)","150","$15.25","International (ADR)","Industrials","Commercial Services & Supplies","Commercial Printing"
"TPC","Tutor Perini Corp","$4B (Small)","538,610","$67.34","Domestic","Industrials","Construction & Engineering","Construction & Engineering"
"TREX","Trex Company Inc","$4B (Small)","2,104,230","$35.08","Domestic","Industrials","Building Products","Building Products"
"TRI","Thomson Reuters Corp","$58B (Large)","764,680","$130.70","International (ADR)","Industrials","Professional Services","Research & Consulting Services"
"TRMB","Trimble Inc","$19B (Mid)","1,185,790","$80.26","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments"
"TRN","Trinity Industries Inc","$2B (Small)","530,130","$28.31","Domestic","Industrials","Machinery","Construction Machinery & Heavy Transportation Equipment"
"TRU","TransUnion","$16B (Mid)","1,705,740","$84.65","Domestic","Industrials","Professional Services","Research & Consulting Services"
"TSEM","Tower Semiconductor Ltd","$13B (Mid)","1,908,040","$118.94","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"TSM","Taiwan Semiconductor Manufacturing Co Ltd","$2T (Large)","11,984,270","$292.04","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"TT","Trane Technologies PLC","$87B (Large)","1,324,040","$391.19","Domestic","Industrials","Building Products","Building Products"
"TTAM","Titan America SA","$3B (Small)","323,860","$16.62","Domestic","Materials","Construction Materials","Construction Materials"
"TTAN","ServiceTitan Inc","$10B (Mid)","1,705,330","$104.07","Domestic","Information Technology","Software","Application Software"
"TTC","Toro Co","$7B (Small)","939,830","$73.99","Domestic","Industrials","Machinery","Agricultural & Farm Machinery"
"TTDKY","TDK Corp","$28B (Mid)","128,600","$14.74","International (ADR)","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components"
"TTEK","Tetra Tech Inc","$9B (Mid)","2,220,220","$34.56","Domestic","Industrials","Commercial Services & Supplies","Environmental & Facilities Services"
"TTMI","TTM Technologies Inc","$8B (Small)","1,955,980","$73.43","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Manufacturing Services"
"TTNDY","Techtronic Industries Co Ltd","$22B (Mid)","84,560","$59.89","International (ADR)","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"TVTX","Travere Therapeutics Inc","$3B (Small)","1,520,380","$34.83","Domestic","Health Care","Biotechnology","Biotechnology"
"TWLO","Twilio Inc","$20B (Mid)","2,131,130","$132.92","Domestic","Information Technology","IT Services","Internet Services & Infrastructure"
"TX","Ternium SA","$8B (Mid)","165,580","$38.17","International (ADR)","Materials","Metals & Mining","Steel"
"TXN","Texas Instruments Inc","$163B (Large)","6,445,390","$179.42","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"TXT","Textron Inc","$15B (Mid)","1,398,920","$87.17","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"TYL","Tyler Technologies Inc","$20B (Mid)","354,080","$455.64","Domestic","Information Technology","Software","Application Software"
"U","Unity Software Inc","$20B (Mid)","8,500,420","$46.16","Domestic","Information Technology","Software","Application Software"
"UAL","United Airlines Holdings Inc","$35B (Mid)","5,844,480","$106.84","Domestic","Industrials","Passenger Airlines","Passenger Airlines"
"UBER","Uber Technologies Inc","$177B (Large)","20,260,770","$85.11","Domestic","Industrials","Ground Transportation","Passenger Ground Transportation"
"UFPI","UFP Industries Inc","$5B (Small)","458,050","$92.31","Domestic","Industrials","Building Products","Building Products"
"UHS","Universal Health Services Inc","$14B (Mid)","678,320","$222.60","Domestic","Health Care","Health Care Providers & Services","Health Care Facilities"
"UI","Ubiquiti Inc","$34B (Mid)","111,560","$561.30","Domestic","Information Technology","Communications Equipment","Communications Equipment"
"ULS","UL Solutions Inc","$16B (Mid)","2,454,520","$77.88","Domestic","Industrials","Professional Services","Research & Consulting Services"
"UMC","United Microelectronics Corp","$20B (Mid)","9,584,940","$7.87","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"UNF","UniFirst Corp","$3B (Small)","222,040","$179.35","Domestic","Industrials","Commercial Services & Supplies","Diversified Support Services"
"UNH","UnitedHealth Group Inc","$310B (Large)","6,868,420","$341.84","Domestic","Health Care","Health Care Providers & Services","Managed Health Care"
"UNP","Union Pacific Corp","$142B (Large)","3,488,960","$239.95","Domestic","Industrials","Ground Transportation","Rail Transportation"
"UPS","United Parcel Service Inc","$86B (Large)","5,917,910","$100.92","Domestic","Industrials","Air Freight & Logistics","Air Freight & Logistics"
"UPWK","Upwork Inc","$3B (Small)","3,557,760","$21.95","Domestic","Industrials","Professional Services","Human Resource & Employment Services"
"URI","United Rentals Inc","$53B (Large)","777,990","$818.31","Domestic","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"USAR","USA Rare Earth Inc","$2B (Small)","11,230,350","$17.04","Domestic","Materials","Metals & Mining","Diversified Metals & Mining"
"USLM","United States Lime & Minerals Inc","$4B (Small)","70,840","$130.82","Domestic","Materials","Construction Materials","Construction Materials"
"UTHR","United Therapeutics Corp","$21B (Mid)","404,250","$493.99","Domestic","Health Care","Biotechnology","Biotechnology"
"VALE","Vale SA","$54B (Large)","41,894,700","$12.69","International (ADR)","Materials","Metals & Mining","Steel"
"VCYT","Veracyte Inc","$3B (Small)","933,870","$42.84","Domestic","Health Care","Biotechnology","Biotechnology"
"VEEV","Veeva Systems Inc","$37B (Mid)","1,724,330","$223.26","Domestic","Health Care","Health Care Technology","Health Care Technology"
"VERA","Vera Therapeutics Inc","$3B (Small)","2,245,880","$49.80","Domestic","Health Care","Biotechnology","Biotechnology"
"VERX","Vertex Inc","$3B (Small)","1,505,810","$19.91","Domestic","Information Technology","Software","Application Software"
"VIA","Via Transportation Inc","$2B (Small)","433,040","$29.80","Domestic","Information Technology","Software","Application Software"
"VIAV","Viavi Solutions Inc","$4B (Small)","4,419,890","$18.00","Domestic","Information Technology","Communications Equipment","Communications Equipment"
"VICR","Vicor Corp","$4B (Small)","310,230","$97.80","Domestic","Industrials","Electrical Equipment","Electrical Components & Equipment"
"VKTX","Viking Therapeutics Inc","$4B (Small)","2,838,990","$37.08","Domestic","Health Care","Biotechnology","Biotechnology"
"VLTO","Veralto Corp","$25B (Mid)","1,481,880","$98.71","Domestic","Industrials","Commercial Services & Supplies","Environmental & Facilities Services"
"VMC","Vulcan Materials Co","$39B (Mid)","848,740","$295.94","Domestic","Materials","Construction Materials","Construction Materials"
"VMI","Valmont Industries Inc","$8B (Mid)","132,340","$417.54","Domestic","Industrials","Construction & Engineering","Construction & Engineering"
"VNET","VNET Group Inc","$2B (Small)","2,188,090","$9.18","International (ADR)","Information Technology","IT Services","Internet Services & Infrastructure"
"VNT","Vontier Corp","$5B (Small)","1,257,190","$37.10","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments"
"VRDN","Viridian Therapeutics Inc","$3B (Small)","1,300,550","$32.31","Domestic","Health Care","Biotechnology","Biotechnology"
"VRNS","Varonis Systems Inc","$4B (Small)","2,364,360","$33.79","Domestic","Information Technology","Software","Systems Software"
"VRRM","Verra Mobility Corp","$3B (Small)","1,578,290","$21.80","Domestic","Industrials","Professional Services","Data Processing & Outsourced Services"
"VRSK","Verisk Analytics Inc","$30B (Mid)","1,210,900","$217.14","Domestic","Industrials","Professional Services","Research & Consulting Services"
"VRSN","VeriSign, Inc","$22B (Mid)","875,870","$242.00","Domestic","Information Technology","IT Services","Internet Services & Infrastructure"
"VRT","Vertiv Holdings Co","$62B (Large)","7,069,430","$161.27","Domestic","Industrials","Electrical Equipment","Electrical Components & Equipment"
"VRTX","Vertex Pharmaceuticals Inc","$115B (Large)","1,384,110","$452.04","Domestic","Health Care","Biotechnology","Biotechnology"
"VSAT","Viasat Inc","$5B (Small)","1,337,790","$35.83","Domestic","Information Technology","Communications Equipment","Communications Equipment"
"VSEC","VSE Corp","$4B (Small)","226,210","$170.07","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"VTRS","Viatris Inc","$13B (Mid)","7,539,210","$11.65","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"WAB","Westinghouse Air Brake Technologies Corp","$37B (Mid)","716,480","$214.41","Domestic","Industrials","Machinery","Construction Machinery & Heavy Transportation Equipment"
"WAT","Waters Corp","$23B (Mid)","523,700","$385.33","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"WAY","Waystar Holding Corp","$6B (Small)","3,216,280","$32.65","Domestic","Health Care","Health Care Technology","Health Care Technology"
"WCC","Wesco International Inc","$13B (Mid)","448,560","$260.39","Domestic","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"WCN","Waste Connections Inc","$44B (Large)","876,720","$172.63","International (ADR)","Industrials","Commercial Services & Supplies","Environmental & Facilities Services"
"WDAY","Workday Inc","$59B (Large)","2,657,220","$224.49","Domestic","Information Technology","Software","Application Software"
"WDC","Western Digital Corp","$60B (Large)","6,750,970","$176.34","Domestic","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
"WGS","GeneDx Holdings Corp","$4B (Small)","404,680","$151.51","Domestic","Health Care","Health Care Providers & Services","Health Care Services"
"WIT","Wipro Ltd","$29B (Mid)","6,867,030","$2.78","International (ADR)","Information Technology","IT Services","IT Consulting & Other Services"
"WIX","Wix.Com Ltd","$6B (Small)","1,202,010","$101.87","International (ADR)","Information Technology","IT Services","Internet Services & Infrastructure"
"WK","Workiva Inc","$5B (Small)","716,010","$87.33","Domestic","Information Technology","Software","Application Software"
"WLK","Westlake Corp","$10B (Mid)","1,744,080","$74.40","Domestic","Materials","Chemicals","Commodity Chemicals"
"WM","Waste Management Inc","$87B (Large)","2,107,110","$215.61","Domestic","Industrials","Commercial Services & Supplies","Environmental & Facilities Services"
"WMS","Advanced Drainage Systems Inc","$12B (Mid)","524,880","$149.67","Domestic","Industrials","Building Products","Building Products"
"WOR","Worthington Enterprises Inc","$3B (Small)","137,850","$58.36","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"WPM","Wheaton Precious Metals Corp","$53B (Large)","1,932,960","$117.53","International (ADR)","Materials","Metals & Mining","Gold"
"WSC","WillScot Holdings Corp","$4B (Small)","2,868,310","$20.40","Domestic","Industrials","Construction & Engineering","Construction & Engineering"
"WSO","Watsco Inc","$12B (Mid)","468,700","$354.61","Domestic","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"WST","West Pharmaceutical Services Inc","$19B (Mid)","676,860","$267.56","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"WTKWY","Wolters Kluwer NV","$25B (Mid)","111,870","$104.73","International (ADR)","Industrials","Professional Services","Research & Consulting Services"
"WTS","Watts Water Technologies Inc","$9B (Mid)","175,050","$279.11","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"WULF","Terawulf Inc","$6B (Small)","29,979,820","$14.33","Domestic","Information Technology","Software","Application Software"
"WVE","WAVE Life Sciences Ltd","$3B (Small)","23,822,090","$16.56","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"WWD","Woodward Inc","$18B (Mid)","610,110","$297.95","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"XENE","Xenon Pharmaceuticals Inc","$3B (Small)","782,280","$44.06","Domestic","Health Care","Biotechnology","Biotechnology"
"XMTR","Xometry Inc","$3B (Small)","659,360","$58.00","Domestic","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"XPO","XPO Inc","$17B (Mid)","1,774,830","$149.06","Domestic","Industrials","Ground Transportation","Cargo Ground Transportation"
"XRAY","DENTSPLY SIRONA Inc","$2B (Small)","3,320,230","$11.57","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Supplies"
"XYL","Xylem Inc","$33B (Mid)","1,371,410","$137.10","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"YMM","Full Truck Alliance Co Ltd","$12B (Mid)","6,446,660","$11.76","International (ADR)","Industrials","Ground Transportation","Cargo Ground Transportation"
"YOU","Clear Secure Inc","$5B (Small)","1,806,460","$41.08","Domestic","Information Technology","Software","Application Software"
"ZBH","Zimmer Biomet Holdings Inc","$18B (Mid)","2,339,600","$91.59","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"ZBIO","Zenas Biopharma Inc","$2B (Small)","262,590","$40.59","Domestic","Health Care","Biotechnology","Biotechnology"
"ZBRA","Zebra Technologies Corp","$14B (Mid)","496,970","$268.39","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments"
"ZETA","Zeta Global Holdings Corp","$5B (Small)","4,184,980","$18.56","Domestic","Information Technology","Software","Application Software"
"ZIM","ZIM Integrated Shipping Services Ltd","$2B (Small)","4,438,350","$18.76","International (ADR)","Industrials","Marine Transportation","Marine Transportation"
"ZM","Zoom Communications Inc","$27B (Mid)","2,637,550","$89.52","Domestic","Information Technology","Software","Application Software"
"ZS","Zscaler Inc","$38B (Mid)","2,095,610","$236.28","Domestic","Information Technology","Software","Systems Software"
"ZTO","ZTO Express (Cayman) Inc","$17B (Mid)","1,833,680","$21.44","International (ADR)","Industrials","Air Freight & Logistics","Air Freight & Logistics"
"ZTS","Zoetis Inc","$52B (Large)","5,211,730","$118.66","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"ZWS","Zurn Elkay Water Solutions Corp","$8B (Mid)","776,600","$47.14","Domestic","Industrials","Building Products","Building Products"
